title,directors,ratingValue,casts,cover,detailLink,year,types,countrys,lang,datePublished,movieTime,starsLen,stars,summary,imgList,movieUrl
飞屋环游记 Up,"彼特·道格特,鲍勃·彼德森",9.1,"爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井,鲍勃·彼德森,德尔罗伊·林多,杰罗姆·兰福特,约翰·拉森贝格,大卫·卡耶,艾丽·道克特,杰里米·利里,米凯·麦高万,丹尼·曼恩,唐纳德·富利洛夫,杰斯·哈梅尔,乔什·库雷,彼特·道格特",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553594918.jpg,https://movie.douban.com/subject/2129039/,2009,"剧情,喜剧,动画,冒险",美国,英语,"2009-08-04(中国大陆),2009-05-13(戛纳电影节),2009-05-29(美国)",96分钟,1391152,"61.2%,32.2%,6.2%,0.3%,0.1%",小男孩卡尔（Carl Fredricksen）怀揣着对于冒险的热爱偶遇假小子艾丽（Ellie），而艾丽把整个屋子当成一艘大飞船游戏居然使他对这个女孩子有些着迷，相同的爱好最终使两个人成为了一生的爱侣。,"https://img9.doubanio.com/view/photo/sqxs/public/p449472205.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p452562210.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2571427012.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1583039430.jpg",https://movie.douban.com/trailer/121014/#content
素媛 소원,李濬益,9.3,"薛景求,严志媛,李来,金海淑,金相镐,罗美兰,杨真诚,权泰元",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,https://movie.douban.com/subject/21937452/,2013,剧情,韩国,韩语,2013-10-02(韩国),122分钟,722091,"69.6%,26.4%,3.7%,0.2%,0.1%",她（李来 饰）是一个美丽平凡的小女孩，和爸爸妈妈生活在位于街角的家中。家里经营着以她的名字素媛命名的杂货店，母亲（严智媛 饰）作为老板娘日夜忙碌不得闲暇，父亲则在工厂干着繁重的工作。在那个飘雨的早上，素媛打着雨伞独自上学。在离学校近在咫尺的地方，她遭遇一个相貌猥琐、酒气冲天的大叔，由此开启了她的悲剧之旅。柔嫩的小花遭到暴风雨无情摧残，受伤的岂止枝枝叶叶，更是那迎着阳光无忧成长的心。无良媒体铺天盖地大肆渲染，作为受害者的素媛一家仿佛成了周身污秽的耻辱之人，被四周诧异好奇的目光所包围。,"https://img3.doubanio.com/view/photo/sqxs/public/p2502812632.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2165034603.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2164893273.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2153558523.jpg",https://movie.douban.com/trailer/141701/#content
哈尔的移动城堡 ハウルの動く城,宫崎骏,9.1,"倍赏千惠子,木村拓哉,美轮明宏,我修院达也,神木隆之介,伊崎充则,大泉洋,大塚明夫,原田大二郎,加藤治子,都筑香弥子",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2907583906.jpg,https://movie.douban.com/subject/1308807/,2004,"爱情,动画,奇幻,冒险",日本,日语,"2024-04-30(中国大陆),2004-09-05(威尼斯电影节),2004-11-20(日本)",119分钟,1152420,"63.8%,29.1%,6.4%,0.5%,0.2%",继母因无力负担生活，将苏菲和她的两个妹妹都送到了制帽店去当学徒。两个妹妹很快先后就离开了制帽店去追寻各自的梦想，只有苏菲坚持了下来。一天，小镇旁边来了一座移动堡垒，传说堡垒的主人哈尔专吸取年青姑娘的灵魂，所以小镇的姑娘都不敢靠近。,"https://img9.doubanio.com/view/photo/sqxs/public/p2413560186.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p1057724945.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1057724663.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2413559869.jpg",https://movie.douban.com/trailer/315808/#content
十二怒汉 12 Angry Men,西德尼·吕美特,9.4,"亨利·方达,马丁·鲍尔萨姆,约翰·菲德勒,李·科布,E.G.马绍尔,杰克·克卢格曼,爱德华·宾斯,杰克·瓦尔登,约瑟夫·史威尼,埃德·贝格利,乔治·沃斯科维奇,罗伯特·韦伯",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,https://movie.douban.com/subject/1293182/,1957,剧情,美国,英语,1957-04-10(美国),96分钟,525055,"76.0%,20.7%,3.0%,0.2%,0.1%",一个在贫民窟长大的18岁少年因为涉嫌杀害自己的父亲被告上法庭，证人言之凿凿，各方面的证据都对他极为不利。十二个不同职业的人组成了这个案件的陪审团，他们要在休息室达成一致的意见，裁定少年是否有罪，如果罪名成立，少年将会被判处死刑。,"https://img1.doubanio.com/view/photo/sqxs/public/p2533777470.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2573116425.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p826760357.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p826759222.jpg",https://movie.douban.com/trailer/119877/#content
让子弹飞,姜文,9.0,"姜文,葛优,周润发,刘嘉玲,陈坤,张默,姜武,周韵,廖凡,姚橹,邵兵,苗圃,冯小刚,胡军,马珂,白冰,杜奕衡,李静,胡明,危笑,杨奇雨,赵铭",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,https://movie.douban.com/subject/3742360/,2010,"剧情,喜剧,动作,西部","中国大陆,中国香港","汉语普通话,四川话,山西话",2010-12-16(中国大陆),132分钟,1783984,"60.5%,30.8%,7.7%,0.7%,0.3%",民国年间，花钱捐得县长的马邦德（葛优 饰）携妻（刘嘉玲 饰）及随从走马上任。途经南国某地，遭劫匪张麻子（姜文 饰）一伙伏击，随从尽死，只夫妻二人侥幸活命。马为保命，谎称自己是县长的汤 师爷。为汤师爷许下的财富所动，张麻子摇身一变化身县长，带着手下赶赴鹅城上任。有道是天高皇帝远，鹅城地处偏僻，一方霸主黄四郎（周润发 饰）只手遮天，全然不将这个新来的县长放在眼里。张麻子痛打了黄的武教头（姜武 饰），黄则设计害死张的义子小六（张默 饰）。原本只想赚钱的马邦德，怎么也想不到竟会被卷入这场土匪和恶霸的角力之中。鹅城上空愁云密布，血雨腥风在所难免……,"https://img3.doubanio.com/view/photo/sqxs/public/p458738612.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2581578348.jpg","https://movie.douban.com/trailer/107520/#content,https://movie.douban.com/video/100230/"
何以为家 كفرناحوم,娜丁·拉巴基,9.1,"赞恩·阿尔·拉菲亚,约丹诺斯·希费罗,博鲁瓦蒂夫·特雷杰·班科尔,卡萨尔·艾尔·哈达德,法迪·尤瑟夫,海塔·塞德拉·伊扎姆,阿拉·乔什涅,娜丁·拉巴基,埃利亚斯·库利,努尔·艾尔·侯赛尼",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,https://movie.douban.com/subject/30170448/,2018,剧情,"黎巴嫩,美国,法国,塞浦路斯,卡塔尔,英国","阿拉伯语,阿姆哈拉语","2019-04-29(中国大陆),2018-05-17(戛纳电影节),2018-09-20(黎巴嫩)",126分钟,1093445,"60.1%,33.9%,5.5%,0.4%,0.2%",法庭上，十二岁的男孩赞恩向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……,"https://img3.doubanio.com/view/photo/sqxs/public/p2554897263.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2554897517.jpg","https://movie.douban.com/trailer/241855/#content,https://movie.douban.com/video/103435/"
摔跤吧！爸爸 Dangal,涅提·蒂瓦里,9.0,"阿米尔·汗,法缇玛·萨那·纱卡,桑亚·玛荷塔,阿帕尔夏克提·库拉那,沙克希·坦沃,塞伊拉·沃西,苏哈妮·巴特纳格尔,里特维克·萨霍里,吉里什·库卡尼",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,https://movie.douban.com/subject/26387939/,2016,"剧情,家庭,传记,运动",印度,"印地语,英语","2017-05-05(中国大陆),2016-12-23(印度)",161分钟(印度),1635031,"59.5%,33.0%,6.9%,0.5%,0.2%",马哈维亚（阿米尔·汗 Aamir Khan 饰）曾经是一名前途无量的摔跤运动员，在放弃了职业生涯后，他最大的遗憾就是没有能够替国家赢得金牌。马哈维亚将这份希望寄托在了尚未出生的儿子身上，哪知道妻子接连给他生了两个女儿，取名吉塔（法缇玛·萨那·纱卡 Fatima Sana Shaikh 饰）和巴比塔（桑亚·玛荷塔 Sanya Malhotra 饰）。让马哈维亚没有想到的是，两个姑娘展现出了杰出的摔跤天赋，让他幡然醒悟，就算是女孩，也能够昂首挺胸的站在比赛场上，为了国家和她们自己赢得荣誉。,"https://img3.doubanio.com/view/photo/sqxs/public/p2573114013.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2458454034.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2457746352.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2394296477.jpg",https://movie.douban.com/trailer/216387/#content
猫鼠游戏 Catch Me If You Can,史蒂文·斯皮尔伯格,9.1,"莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯,马丁·辛,艾米·亚当斯,詹妮弗·加纳,伊丽莎白·班克斯,纳塔莉·贝伊,詹姆斯·布洛林,艾伦·旁派,南希·利内翰,布莱恩·豪威 ,弗兰克·约翰·休斯,克里斯·埃里斯",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,https://movie.douban.com/subject/1305487/,2002,"剧情,传记,犯罪","美国,加拿大","英语,法语","2003-04-11(中国大陆),2002-12-16(洛杉矶首映),2002-12-25(美国)",141 分钟,1095403,"61.3%,33.4%,5.0%,0.2%,0.1%",弗兰克（莱昂纳多·迪卡普里奥 Leonardo DiCaprio饰）是FBI有史以来年龄最小的通缉犯。他的犯罪手段神通广大，伪装身份的能力超乎常人，全美各地几乎都留下他的犯罪足迹。乔装医生、律师、飞行员，统统都是他曾经的身份。当然，弗兰克凭着这个“本领”，骗取了高达几百万的金额。,"https://img9.doubanio.com/view/photo/sqxs/public/p643151396.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p1788399501.jpg","https://movie.douban.com/trailer/134984/#content,https://movie.douban.com/video/106713/"
海蒂和爷爷 Heidi,阿兰·葛斯彭纳,9.3,"阿努克·斯特芬,布鲁诺·冈茨,昆林·艾格匹,安娜·申茨,伊莎贝尔·奥特曼,莉莲·奈福,彼得·杰克林,克里斯托夫·高格勒,丽贝卡·因德穆,莫妮卡·古布瑟,阿瑟·比勒,玛丽埃塔·耶米,彼得·洛迈尔,卡塔琳娜·舒特勒,杰拉·哈斯,迈克尔·克兰茨,劳拉·帕克,马库斯·赫林,马克西姆·梅米特,汉娜洛蕾·赫格",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,https://movie.douban.com/subject/25958717/,2015,"剧情,家庭,冒险","德国,瑞士","南非语,德语,瑞士德语","2019-05-16(中国大陆),2015-12-10(德国)",111分钟,676751,"69.8%,25.5%,4.4%,0.3%,0.1%",孤儿海蒂（阿努克·斯特芬 饰）被姨母迪蒂（安娜·希恩斯 饰）送上了阿尔卑斯山，与远离小镇独居于高山的祖父（布鲁诺·甘茨 饰）一同生活。活泼的海蒂在这里如鱼得水，不仅收获了羊倌彼得（奎林·阿格里皮 饰）的友情和孤僻祖父的亲情，还与山下彼得的家人打成一片。一天，海蒂同彼得在山上放羊，姨母突然出现，连哄带骗将海蒂卖到法兰克福的泽塞曼家。从此，目不识丁的海蒂成为了小姐克拉拉（伊莎贝尔·奥特曼 饰）的伴读。克拉拉幼年丧母，大病一场再不能站立，只能被困在豪宅中与轮椅相伴。父亲（马克西姆·梅米特 饰）常年在外很少回家，寂寞的克拉拉把海蒂当成了救命稻草。海蒂能适应泽塞曼家的新生活吗？远在天边的祖父和彼得还能再见吗？克拉拉的腿还有好起来的希望吗？,"https://img9.doubanio.com/view/photo/sqxs/public/p2557048506.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2557048509.jpg","https://movie.douban.com/trailer/246085/#content,https://movie.douban.com/video/103020/"
天空之城 天空の城ラピュタ,宫崎骏,9.2,"田中真弓,横泽启子,初井言荣,寺田农,常田富士男,永井一郎,糸博,鹫尾真知子,神山卓三,安原义人,槐柳二,鳕子",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892409201.jpg,https://movie.douban.com/subject/1291583/,1986,"动画,奇幻,冒险",日本,日语,"1992-05-01(中国大陆),2023-06-01(中国大陆重映),1986-08-02(日本)",125分钟,932095,"64.9%,29.5%,5.3%,0.3%,0.1%",古老帝国拉普达是一座漂浮在空中的巨大的机器岛，传说那里已经无人居住，蕴藏着巨大的财富。因此，无论军方还是海盗，都在找寻着这座传说中的飞行岛。,"https://img1.doubanio.com/view/photo/sqxs/public/p2413264020.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2413264031.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2512349027.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p813674387.jpg",https://movie.douban.com/trailer/305087/#content
鬼子来了,姜文,9.3,"姜文,香川照之,袁丁,姜宏波,丛志军,李丛喜,泽田谦也,李海滨,蔡卫东,陈述,陈莲梅,史建全,陈强,宫路佳具,吴大维,梶冈润一,石山雄大,述平,姜武",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,https://movie.douban.com/subject/1291858/,2000,"剧情,喜剧",中国大陆,"汉语普通话,日语,唐山话","2000-05-12(戛纳电影节),2002-04-27(日本)",139分钟,660099,"71.1%,24.1%,4.3%,0.3%,0.2%",第二次世界大战期间，中国河北挂甲台村的农民马大三（姜文饰）在日本人的统治下过着平静的生活。一个晚上，游击队绑架了日军陆军士兵花屋小三郎（香川照之饰）和翻译董汉臣，把他们捆绑塞入麻袋放在马大三家里，并吩咐马好好看管，几天后的大年三十来带人。马大三和村民战战兢兢地看守两人，花屋小三郎和董汉臣数次发出求救信号，皆被村民化解。半年过去了，村民们担心事情暴露，却又不敢把花屋等放了。,"https://img3.doubanio.com/view/photo/sqxs/public/p2573115822.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2533776764.jpg","https://movie.douban.com/trailer/119897/#content,https://movie.douban.com/video/106094/"
少年派的奇幻漂流 Life of Pi,李安,9.1,"苏拉·沙玛,伊尔凡·可汗,拉菲·斯波,阿迪勒·侯赛因,塔布,阿尤什·坦东,加塔姆·贝鲁尔,阿彦·汗,穆德·阿巴斯·卡勒里,维比什·希瓦库玛,热拉尔·德帕迪约,詹姆斯·斋藤,俊·奈托,安德里亚·迪·斯戴法诺,沙拉万提·塞纳特,王柏杰,柯一正,黄健玮",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,https://movie.douban.com/subject/1929463/,2012,"剧情,奇幻,冒险","美国,中国台湾,英国,加拿大","英语,泰米尔语,法语,日语,印地语,汉语普通话","2012-11-22(中国大陆),2012-09-28(纽约电影节),2012-11-21(美国)",127分钟,1403714,"61.7%,31.3%,6.4%,0.4%,0.2%",故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 Rafe Spall 饰）无意间得知派·帕帖尔（伊尔凡·可汗 Irrfan Khan 饰）的传奇故事。派的父亲（阿迪勒·侯赛因 Adil Hussain 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 Suraj Sharma 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 Gérard Depardieu 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意...,"https://img3.doubanio.com/view/photo/sqxs/public/p1785901007.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1784571177.jpg","https://movie.douban.com/trailer/122599/#content,https://movie.douban.com/video/104310/"
钢琴家 The Pianist,罗曼·波兰斯基,9.3,"阿德里安·布罗迪,托马斯·克莱舒曼,艾米莉娅·福克斯,米哈乌·热布罗夫斯基,埃德·斯托帕德,穆琳·利普曼,弗兰克·芬莱,茱莉亚·蕾娜,杰西卡·凯特·梅耶尔,理查德·赖丁斯",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.jpg,https://movie.douban.com/subject/1296736/,2002,"剧情,音乐,传记,战争","英国,法国,波兰,德国,美国","英语,德语,俄语","2002-05-24(戛纳电影节),2002-09-25(法国)",149分钟,683842,"68.3%,27.4%,3.9%,0.2%,0.1%",史标曼（艾德里安•布洛迪 Adrien Brody 饰）是波兰一家电台的钢琴师。二战即将爆发之时，他们全家被迫被赶进华沙的犹太区。在战争的颠沛流离中，家人和亲戚最终被纳粹杀害，而史标曼本人也受尽种种羞辱和折磨，他侥幸得到一位朋友的帮助，暂时有了藏身之处。战争愈加猛烈，朋友不得不抛下他回老家寻得安全的住所养育儿女。此时史标曼恶病缠身，却还要在搜捕中逃亡。在废墟的阁楼上他遇见了一名德国军官，在军官的要求下他弹奏了钢琴曲。美妙的琴声令德国军官萌发了恻隐之心，他暗暗帮助史标曼直到苏军对波兰的解放到来…… 影片根据波兰钢琴家瓦拉迪斯罗•斯皮曼(Wladyslaw Szpilman)的自传体小说《死亡城市》改编。,"https://img9.doubanio.com/view/photo/sqxs/public/p2574572556.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2533777595.jpg","https://movie.douban.com/trailer/313905/#content,https://movie.douban.com/video/106646/"
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,彼得·杰克逊,9.2,"伊利亚·伍德,西恩·奥斯汀,多米尼克·莫纳汉,奥兰多·布鲁姆,维果·莫腾森,伊恩·麦克莱恩,凯特·布兰切特,比利·博伊德,杰德·布罗菲,丽芙·泰勒,安迪·瑟金斯,米兰达·奥图,雨果·维文,布拉德·道里夫,卡卢姆·吉廷斯,伯纳德·希尔,布鲁斯·霍普金斯,克里斯托弗·李,纳撒尼尔·利斯,罗宾·马尔科姆,约翰·贝西,萨拉·贝克,克雷格·帕克,布鲁斯·菲利普斯,Robert Pollock,约翰·瑞斯-戴维斯,奥利维亚·田內,卡尔·厄本,史蒂芬·乌瑞,大卫·文翰,菲利普·格里夫,肖恩·宾,约翰·诺贝尔,Jarl Benzon,Jørn Benzon,Ben Britton,阿利斯泰尔·布朗宁,Sean Button,Robert Catto,罗德尼·库克,卡尔洛斯·德林克沃特,西奥沙福瓦,本·弗兰舍姆,Jonathan Harding,Lucas Hayward,丹·汉纳,保罗·霍姆斯,杰森霍德,彼得·杰克逊,Sam Kelly,Sandro Kopp",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,https://movie.douban.com/subject/1291572/,2002,"剧情,动作,奇幻,冒险","美国,新西兰","英语,辛达林语,古代英语","2003-04-25(中国大陆),2021-04-23(中国大陆重映),2002-12-05(纽约首映),2002-12-18(美国)",180分钟,793422,"66.7%,27.2%,5.6%,0.4%,0.1%",第二部在延续第一部风格的同时，故事呈现出多线发展的格局，情节有了更高的观赏性。,"https://img9.doubanio.com/view/photo/sqxs/public/p1180911166.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1180907748.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2152114086.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1353988530.jpg",https://movie.douban.com/trailer/274771/#content
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,刘镇伟,9.0,"周星驰,吴孟达,罗家英,蓝洁瑛,莫文蔚,江约诚,陆树铭,刘镇伟,朱茵,李健仁,李宝龙",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,https://movie.douban.com/subject/1299398/,1995,"喜剧,爱情,奇幻,古装","中国香港,中国大陆","粤语,汉语普通话","2014-10-24(中国大陆),1995-01-21(中国香港)",88分钟,1273819,"60.5%,31.4%,7.3%,0.6%,0.2%",孙悟空（周星驰）护送唐三藏（罗家英）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。,"https://img9.doubanio.com/view/photo/sqxs/public/p2564991416.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1512958907.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2002696861.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2566105187.jpg",https://movie.douban.com/trailer/164615/#content
闻香识女人 Scent of a Woman,马丁·布莱斯特,9.1,"阿尔·帕西诺,克里斯·奥唐纳,詹姆斯·瑞布霍恩,加布里埃尔·安瓦尔,菲利普·塞默·霍夫曼,理查德·文彻,布莱德利·惠特福德,罗谢尔·奥利弗,Margaret Eginton,Tom Riis Farrell,Nicholas Sadler,托德·路易斯,马特·史密斯,吉恩·坎菲尔德,弗兰西丝·康罗伊",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,https://movie.douban.com/subject/1298624/,1992,剧情,美国,英语,1992-12-23(美国),157 分钟,938984,"63.2%,30.2%,6.1%,0.5%,0.1%",查理（克里斯•奥唐纳 Chris O'Donnell  饰）是一个普通的中学生，他因为见证着一件恶作剧但又不想出卖朋友，于是面临着一道艰难的选择题——要么坦白，要么被学校勒退。而史法兰（阿尔•帕西诺 Al Pacino  饰）是一个退伍军官，因为意外失明，人生从顶点的辉煌滑落谷底。,"https://img1.doubanio.com/view/photo/sqxs/public/p2550759720.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1006294553.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1006294783.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1006295232.jpg",https://movie.douban.com/trailer/121085/#content
死亡诗社 Dead Poets Society,彼得·威尔,9.2,"罗宾·威廉姆斯,罗伯特·肖恩·莱纳德,伊桑·霍克,乔西·查尔斯,盖尔·汉森,迪伦·库斯曼,阿勒隆·鲁杰罗,詹姆斯·沃特斯顿,诺曼·劳埃德,柯特伍德·史密斯,卡拉·贝尔韦尔,利昂·波纳尔,乔治·马丁,乔·奥菲耶里,马特·凯里,凯文·库尼,拉腊·弗林·鲍尔,亚历桑德拉·鲍尔斯,梅洛拉·沃尔特斯,帕梅拉·伯勒尔,约翰·库宁汉姆,迪布拉·穆尼,库尔特·莱特纳,凯瑟·斯内德,霍纳斯·斯蒂克洛瑞斯,杰米·肯尼迪",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,https://movie.douban.com/subject/1291548/,1989,剧情,美国,"英语,拉丁语","1989-06-02(多伦多首映),1989-06-09(美国)",128 分钟,782479,"66.1%,27.5%,5.7%,0.5%,0.2%",威尔顿预备学院以其沉稳凝重的教学风格和较高的升学率闻名，作为其毕业班的学生，理想就是升入名校。新学期文学老师约翰·基汀（罗宾·威廉姆斯 饰）的到来如同一阵春风，一反传统名校的严肃刻板。,"https://img9.doubanio.com/view/photo/sqxs/public/p2278443464.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2631665969.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1140212489.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p456529166.jpg",https://movie.douban.com/trailer/137563/#content
绿皮书 Green Book,彼得·法雷里,8.9,"维果·莫腾森,马赫沙拉·阿里,琳达·卡德里尼,塞巴斯蒂安·马尼斯科,迪米特·D·马里诺夫,迈克·哈顿,P·J·伯恩,乔·柯蒂斯,玛姬·尼克松,冯·刘易斯,乔恩·索特兰,唐·斯达克,安东尼·曼加诺,保罗·斯隆,珍娜·劳伦索,肯尼斯·以色列,伊克博·塞巴,尼克·瓦莱隆加,大卫·安,迈克·切罗内,杰拉尔丁·辛格,马丁·巴特斯·布拉德福德,格拉伦·布莱恩特·班克斯,汤姆·维图,夏恩·帕特洛,丹尼斯·W·霍尔,吉姆·克洛克,戴恩·罗兹,布赖恩·斯特帕尼克,乔恩·迈克尔·戴维斯,布莱恩·库瑞,托尼亚·马尔多纳多",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2531065411.jpg,https://movie.douban.com/subject/27060077/,2018,"剧情,喜剧,音乐,传记","美国,中国大陆","英语,意大利语,俄语,德语","2019-03-01(中国大陆),2018-09-11(多伦多电影节),2018-11-16(美国)",130分钟,1739987,"55.0%,37.4%,7.1%,0.4%,0.1%",托尼（维果·莫腾森 Viggo Mortensen 饰）是一个吊儿郎当游手好闲的混混，在一家夜总会做侍者。这间夜总会因故要停业几个月，可托尼所要支付的房租和生活费不会因此取消，所以他的当务之急是去寻找另一份工作来填补这几个月的空缺。在这个节骨眼上，一位名叫唐雪莉（马赫沙拉·阿里 Mahershala Ali 饰）的黑人钢琴家提出雇佣托尼。,"https://img1.doubanio.com/view/photo/sqxs/public/p2542144239.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2542144458.jpg","https://movie.douban.com/trailer/243698/#content,https://movie.douban.com/video/101534/"
大闹天宫,万籁鸣,9.4,"邱岳峰,富润生,毕克,尚华,于鼎,李梓,刘广宁",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg,https://movie.douban.com/subject/1418019/,1961,"剧情,动画,奇幻,古装",中国大陆,汉语普通话,"1961(中国大陆),1964(中国大陆),1978(中国大陆)",113分钟,465385,"74.7%,20.9%,4.0%,0.3%,0.2%",话说在东土傲来国有一座花果山，山上有一尊石猴吸收日精月华化身为一只神猴（邱岳峰 音），统领着山中的猴子猴孙。为求得一件称心的宝贝，神猴孙大圣潜入龙宫，强硬求来大禹治水时的定海神针如意金箍棒。东海龙王（毕克 音）心有不甘，于是上天将此事诉诸玉帝（富润生 音）。玉皇大帝命令太白金星（尚华 音）下界招安，许以爵位。不知有诈的孙大圣欣然前往，却发现只是负责养马的弼马温。得知受骗的猴王反下天庭，与天兵天将在花果山展开大战……,"https://img1.doubanio.com/view/photo/sqxs/public/p461298608.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p461298958.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2586779170.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2261851013.jpg",https://movie.douban.com/video/106716/
罗马假日 Roman Holiday,威廉·惠勒,9.1,"奥黛丽·赫本,格利高里·派克,埃迪·艾伯特,哈特利·鲍尔,哈考特·威廉姆斯,玛格丽特·罗林斯,托里奥·卡米纳提,保罗·卡利尼,克劳迪奥·埃尔梅利,保拉·布鲁布尼,里佐·弗雷多里佐",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,https://movie.douban.com/subject/1293839/,1953,"剧情,喜剧,爱情",美国,"英语,意大利语,德语","1953-08-20(威尼斯电影节),1953-09-02(美国)",118分钟,987549,"60.7%,32.5%,6.4%,0.3%,0.1%",欧洲某国的安妮公主（奥黛丽·赫本 Audrey Hepburn 饰）到访罗马，国务烦身，但她又厌倦繁文缛节。一天晚上，身心俱疲的她偷偷来到民间欣赏夜景，巧遇报社记者乔（格里高利·派克 Gregory Peck 饰）。二人把手同游，相当快乐。公主更是到乔的家中作客并在那过夜。,"https://img1.doubanio.com/view/photo/sqxs/public/p505751728.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p477409536.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2574739961.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p505750813.jpg",https://movie.douban.com/trailer/104427/#content
