title,directors,ratingValue,casts,cover,detailLink,year,types,countrys,lang,datePublished,movieTime,starsLen,stars,summary,imgList,movieUrl
未麻的部屋 Perfect Blue,今敏,9.1,"岩男润子,松本梨香,辻亲八,大仓正章,秋元羊介,盐屋翼,堀秀行,筱原惠美,江原正士,梁田清之,古泽彻,新山志保,Emiko Furukawa,Aya Hara,三木真一郎,山野井仁,田野惠,长嶝高士,陶山章央,细井治",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,https://movie.douban.com/subject/1395091/,1997,"剧情,动画,悬疑,惊悚,犯罪",日本,日语,"1997-08-05(加拿大奇幻电影节),1998-02-28(日本)",81分钟,374620,"62.2%,30.9%,6.1%,0.5%,0.2%",当红三人少女偶像团体Charming Bird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷闷不乐。与此同时，各种恐吓信不断、经纪人田所先生遇袭以及以自己的口吻在网站上写日记的神秘人都让未麻焦虑不已，恍惚间她甚至看到另一个自己。,"https://img2.doubanio.com/view/photo/sqxs/public/p2360494161.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p605367558.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p459530154.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2578519286.jpg",https://movie.douban.com/trailer/262570/#content
消失的爱人 Gone Girl,大卫·芬奇,8.7,"本·阿弗莱克,裴淳华,尼尔·帕特里克·哈里斯,凯莉·库恩,泰勒·派瑞,金·迪肯斯,米西·派勒,波伊德·霍布鲁克,艾米丽·拉塔科斯基,雪拉·渥德,派屈克·福吉特,斯科特·麦克纳里,凯西·威尔逊,李·诺里斯",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,https://movie.douban.com/subject/21318488/,2014,"剧情,悬疑,惊悚,犯罪",美国,英语,"2014-09-26(纽约电影节),2014-10-03(美国)",149分钟,1004659,"47.7%,42.7%,8.8%,0.6%,0.2%",结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克 Ben Affleck 饰）来到妹妹玛戈（凯莉·库恩 Carrie Coon 饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克 Rosamund Pike 饰）以及全然看不见希望的婚姻。当他返回家中时， 却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮（金·迪肯斯 Kim Dickens 饰）接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……,"https://img1.doubanio.com/view/photo/sqxs/public/p2200806920.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2197959609.jpg","https://movie.douban.com/trailer/159402/#content,https://movie.douban.com/video/103218/"
无人知晓 誰も知らない,是枝裕和,9.1,"柳乐优弥,北浦爱,木村飞影,清水萌萌子,韩英惠,江原由希子,串田和美,冈元夕纪子,楯隆子,加濑亮,村野友希,田中庆太,木村佑一,远藤宪一,寺岛进,平泉成",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,https://movie.douban.com/subject/1292337/,2004,剧情,日本,日语,"2004-05-13(戛纳电影节),2004-08-07(日本)",141分钟,341535,"62.5%,31.9%,5.0%,0.4%,0.2%",新搬来的公寓这家人是母亲惠子（You饰）带着四个孩子：明（柳乐优弥饰）、京子、茂、雪。但母亲却得对周围的人们撒谎说丈夫去海外工作，自己与长子两个人在一起生活。事实是其它三名弟妹是“黑孩子”，因为四个孩子有着各自不同的父亲。他们一直呆在家中，没有去学校上学。,"https://img9.doubanio.com/view/photo/sqxs/public/p2560613015.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p1063467284.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1063468910.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p1063466520.jpg",https://movie.douban.com/video/100822/
时空恋旅人 About Time,理查德·柯蒂斯,8.8,"多姆纳尔·格里森,瑞秋·麦克亚当斯,比尔·奈伊,莉迪亚·威尔逊,琳赛·邓肯,理查德·科德里,约书亚·麦圭尔,汤姆·霍兰德尔,玛格特·罗比,维尔·梅里克,凡妮莎·柯比,汤姆·休斯,哈利·海顿-佩顿,米切尔·马伦,丽莎·艾科恩,珍妮·莱恩斯福德,菲利普-沃斯,凯瑟琳·斯戴曼,汤姆·斯托顿,安部春香,李·阿斯奎斯-柯,理查德·班克斯,保罗·布莱克维尔,贝恩·科拉科,格拉姆·柯里,罗薇娜·戴蒙德,约翰·达根,迪诺·法赞尼,内芙·加切夫,理查德·E·格兰特,理查德·格雷弗斯,李·尼古拉斯·哈里斯,理查德·赫德曼,李仙湖,马修·C·马蒂诺,马汀·麦格,艾莉克丝·摩尔",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,https://movie.douban.com/subject/10577869/,2013,"喜剧,爱情,奇幻","英国,美国",英语,2013-09-04(英国),123分钟,719376,"52.6%,36.5%,9.9%,0.8%,0.2%",Tim（多姆纳尔·格利森 Domhnall Gleeson 饰）21岁了，他的老爸（比尔·奈伊 Bill Nighy 饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是Tim将信就疑地试了一下，回到了夏天，在那里他试图改变和暗恋对象的关系，却发现怎么穿越时空都不能让不爱你的人爱上你。之后Tim来到了伦敦，成为了一个律师。他爱上了一个漂亮的姑娘Mary（瑞秋·麦克亚当斯 Rachel McAdams 饰），他通过几次时空旅行，努力地想成为Mary的男朋友。再后来，他又试图通过时光旅行，去挽回一场失败的话剧，去改善妹妹的生活，去更好地和亲人、朋友相处，度过生命中的每一天。,"https://img3.doubanio.com/view/photo/sqxs/public/p2107964037.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2107947301.jpg","https://movie.douban.com/trailer/140793/#content,https://movie.douban.com/video/103998/"
阳光灿烂的日子,姜文,8.8,"夏雨,宁静,陶虹,耿乐,斯琴高娃,冯小刚,刘小宁,姜文,王学圻,王朔,尚楠,方化,代少波,王海,姚二嘎,吴淑昆,左小青,韩冬,孙靖,刘斌,张维,杨彤林,王海,王福,胡贝贝,高保成,吴淑琨,张华,二勇,烈子,陈伟",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,https://movie.douban.com/subject/1291875/,1994,"剧情,爱情","中国大陆,中国香港",汉语普通话,"1995-08-21(中国大陆),1995-06-28(中国香港),1994-09-09(威尼斯电影节)",134分钟(中国大陆),644368,"52.7%,38.0%,8.5%,0.6%,0.2%",20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军（夏雨 饰）就是这样的少年，他的嗜好之一是趁别人家无人用万能钥匙将其锁打开，溜进去耍玩一番，正是用这样的方式，少女米兰（宁静 饰）的照片先于其人入了马小军的双眼。通过院里的“头儿”刘忆苦（耿乐 饰），马小军又见到之前在炮局偶然瞥见过一眼的米兰，开始正式将其当作梦中情人，然而在米兰眼中，马小军不过是毛孩一个，她中意的人是成熟、稳重、帅气的刘忆苦。自此，马小军迎来五味混杂的青春期生活。,"https://img3.doubanio.com/view/photo/sqxs/public/p2581352072.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2121599268.jpg","https://movie.douban.com/trailer/157394/#content,https://movie.douban.com/video/101589/"
完美的世界 A Perfect World,克林特·伊斯特伍德,9.1,"凯文·科斯特纳,劳拉·邓恩,克林特·伊斯特伍德,T·J·劳瑟,基斯·斯扎拉巴基克",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,https://movie.douban.com/subject/1300992/,1993,"剧情,犯罪",美国,英语,1993-11-24(美国),138分钟,333442,"63.6%,30.3%,5.5%,0.5%,0.2%",单亲孩子菲利普·佩里（T·J·劳瑟 T.J. Lowther 饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃窜。途中，罪犯之一的布奇（凯文·科斯特纳 Kevin Costner 饰）干掉了鲁莽愚蠢的同伙，却对小菲利普照顾有加。与此同时，德州警探瑞德（克林特·伊斯特伍德 Clint Eastwood 饰）带着手下和州长特派的犯罪专家萨利（劳拉·邓恩 Laura Dern 饰）一同火速追捕布奇。双方在德克萨斯州境内展开了一场公路赛大竞技；而小菲利普也经历了很多从未想过过的刺激与快乐，并与布奇产生了一种近似父子的不寻常感情……,"https://img9.doubanio.com/view/photo/sqxs/public/p2364489366.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2364489298.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2550741977.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2364489558.jpg",https://movie.douban.com/trailer/137744/#content
倩女幽魂,程小东,8.8,"张国荣,王祖贤,午马,刘兆铭,林威,薛芷伦,胡大为,王晶",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,https://movie.douban.com/subject/1297447/,1987,"爱情,奇幻,武侠,古装",中国香港,粤语,"2011-04-30(中国大陆),1987-07-18(中国香港)",96分钟,770634,"49.2%,41.1%,9.2%,0.4%,0.1%",书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......,"https://img9.doubanio.com/view/photo/sqxs/public/p1900989375.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p971570582.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p1831806597.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p971620360.jpg",https://movie.douban.com/trailer/137740/#content
天使爱美丽 Le Fabuleux destin d'Amélie Poulain,让-皮埃尔·热内,8.7,"奥黛丽·塔图,马修·卡索维茨,吕菲斯,洛莱拉·克拉沃塔,塞尔·梅林,贾梅尔·杜布兹,克洛蒂尔德·莫莱特,克莱尔·莫里耶,伊莎贝尔·南蒂,多米尼克·皮侬,阿尔蒂斯·德·彭居埃恩,友兰达·梦露,于尔班·康塞利埃,莫里斯·贝尼舒,米歇尔·罗班,安德烈·达芒,克洛德·佩隆,阿尔梅尔,迪基·奥尔加多,凯文·迪亚士,弗洛拉·吉耶,阿莫里·巴博尔,欧仁·贝蒂埃,让·达里,马克·阿米约",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,https://movie.douban.com/subject/1292215/,2001,"剧情,喜剧,爱情","法国,德国","法语,俄语","2001-04-25(法国),2001-08-16(德国)",122分钟,980470,"50.1%,36.7%,11.7%,1.2%,0.3%",艾米莉（奥黛丽·塔图 Audrey Tautou 饰）有着别人看来不幸的童年——父亲给她做健康检查时，发现她心跳过快，便断定她患上心脏病，从此艾米莉与学校绝缘。随后因为一桩意外，母亲在她眼前突然死去。这一切都毫不影响艾米莉对生活的豁达乐观。,"https://img9.doubanio.com/view/photo/sqxs/public/p477619026.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p996612763.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p456301405.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p996603183.jpg",https://movie.douban.com/trailer/220127/#content
小森林 夏秋篇 リトル・フォレスト 夏・秋,森淳一,9.0,"桥本爱,三浦贵大,松冈茉优,温水洋一,桐岛加恋",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,https://movie.douban.com/subject/25814705/,2014,剧情,日本,日语,2014-08-30(日本),111分钟,444033,"59.3%,32.5%,7.4%,0.6%,0.2%",平凡女孩市子（桥本爱 饰）自幼生长在位于日本东北地区的村庄小森。这里远离都市的喧嚣和浮躁，为青山绿水所环绕，俨然一个幽静怡然的世外桃源。村民们日出而作，日落而息，依靠一双勤劳的双手经营渺小却舒适的生活，与世无争。市子曾经前往东京闯荡，只不过她终究无法适应都市快节奏的步伐，最终回到了妈妈早已不在的老宅。童年时妈妈福子利用山川田野各种食材做出胡乱命名的美食，实心眼的市子在感叹受骗之余，也将美好的回忆留在了味蕾深处。仿佛遵循着母亲的步伐，她将对故乡的热爱融入了美食的烹制中。在朋友佑太（三浦贵大 饰）和吉子（松冈茉优 饰）的环绕下，享受着无忧无虑的人生……,"https://img2.doubanio.com/view/photo/sqxs/public/p2186787451.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2221319339.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2312579879.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2461166774.jpg",https://movie.douban.com/trailer/173200/#content
哈利·波特与火焰杯 Harry Potter and the Goblet of Fire,迈克·内威尔,8.8,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,迈克尔·刚本,玛吉·史密斯,汤姆·费尔顿,蒂莫西·斯波,罗伯特·帕丁森,梁佩诗,大卫·田纳特,马克·威廉姆斯,埃里克·赛克斯,詹姆斯·菲尔普斯,奥利弗·菲尔普斯,邦妮·怀特,克蕾曼丝·波西,加里·奥德曼,杰夫·劳勒,詹森·艾萨克,斯坦尼斯拉夫·雅涅夫斯基,罗伯特·哈迪,阿什莉·阿尔图斯,亚历克斯·帕尔墨,罗格·洛伊德-派克,希拉·艾伦,Su Elliot,大卫·斯特恩,玛格里·梅森,马修·刘易斯,罗彼·考特拉尼,威廉姆·麦灵,大卫·布拉德利,戴文·穆雷,艾芙珊·阿扎德,沃维克·戴维斯,弗朗西斯·德·拉·图瓦,谢发丽·裘德胡里,安吉拉珂·曼蒂,艾伦·瑞克曼,普里德拉格·比耶拉克,Tolga Safer,布莱丹·格里森,阿尔弗雷德·伊诺奇,路易·多伊尔,杰米·威莱特,乔什·赫德曼,夏洛特·斯凯奇,米兰达·理查森,罗伯特·威尔福特,Tiana Benjamin,亨利·劳埃德-休斯,贾维斯·考科尔,强尼·格林伍德,菲尔·塞尔维,史蒂夫·麦基,Jason Buckle,Steve Claydon,雪莉·亨德森,拉尔夫·费因斯,阿德里安·劳林斯,杰拉丁·萨莫维尔,拉斯科·阿特金斯,Jack Bagley,葛蕾·贝拉玛西娜,Paul Davies,Barry Dowden,Natalie Hallam",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,https://movie.douban.com/subject/1309055/,2005,"悬疑,奇幻,冒险","英国,美国","英语,法语","2005-11-18(中国大陆),2005-11-06(英国)",157 分钟,708112,"51.3%,38.2%,9.8%,0.6%,0.1%",这是一个不同寻常的学期，魔法学校的盛事：三强争霸赛在霍格沃茨举行。学生们争先报名，希翼获得永恒无上的荣誉。火焰杯在选出三所学校的三名勇士后，竟将未足年龄的哈利也挑选出来。,"https://img9.doubanio.com/view/photo/sqxs/public/p443396084.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p1779186376.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p443394198.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p443396637.jpg",https://movie.douban.com/trailer/126575/#content
侧耳倾听 耳をすませば,近藤喜文,8.9,"本名阳子,小林桂树,高山南,高桥一生,山下容莉枝,室井滋,露口茂,饭冢雅弓",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,https://movie.douban.com/subject/1297052/,1995,"剧情,爱情,动画",日本,"日语,英语",1995-07-15(日本),111分钟,488554,"56.3%,34.9%,8.2%,0.5%,0.1%",正在读初三的月岛雯是一个喜欢看书的女孩，她每次都能在借书卡上看到一个叫天泽圣司名字，因此她对这个人充满了好奇。 雯一直喜欢写诗，有一天她跟好友夕子在讨论写诗的事，夕子告诉雯自己收到了情书，但事实上夕子已有了喜欢的人。更没有想到的是，夕子喜欢的杉村喜欢的是雯，雯一时间感到十分困惑。 雯无意中来到了一个小店，原来店主是圣司的爷爷。认识了圣司之后，听到了圣司对自己理想的追求之后，也激发了雯对自己理想的追求之念。当圣司离开了到意大利学习做小提琴时，雯决定要专心写作。当雯完成了作品之后，她发现原来自己高估了自己，就这样她选择继续考高中，这时她非常想念圣司。 一天凌晨，她站到窗边，突然看到了一个熟悉的身影……,"https://img3.doubanio.com/view/photo/sqxs/public/p2580155213.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p991983760.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2446528729.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2235240978.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p991983154.jpg",
驯龙高手 How to Train Your Dragon,"迪恩·德布洛斯,克里斯·桑德斯",8.8,"杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森,亚美莉卡·费雷拉,乔纳·希尔,克里斯托夫·梅兹-普莱瑟,T·J·米勒,克里斯汀·韦格,罗宾·阿特金·唐斯,菲利普·麦格雷德,基隆·埃利奥特,阿什利·詹森,大卫·田纳特",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,https://movie.douban.com/subject/2353023/,2010,"动画,奇幻,冒险",美国,英语,"2010-05-14(中国大陆),2010-03-18(俄罗斯),2010-03-26(美国)",98分钟,794155,"49.1%,40.9%,9.4%,0.4%,0.1%",维京岛国的少年小嗝嗝（杰伊•巴鲁切尔 Jay Baruchel 配音）是部落统领伟大的斯托里克（杰拉德·巴特勒 Gerard Butler 配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是岛上维京人放牧羊群的主要天敌——但他每次出现在部落屠龙的战斗中都只给大家徒增烦恼。在一次对抗飞龙的战斗中，希卡普偷偷用射龙器击伤了一只最神秘的“夜之怒龙”，并背着族人放生、豢养，甚至驯服了这只龙，还给它起名“无牙”。希卡普的神秘行径引起了一同训练屠龙技巧的女孩阿斯特丽德（亚美莉卡·费雷拉 America Ferrera 配音）的怀疑。阿斯特丽德发现了希卡普的秘密，却同时被身骑“无牙”御风而飞的美妙体验所震撼。格雷决定在屠龙成人礼上向远征归来的斯托里克和族人讲明真相，说服大家放弃屠龙，却偏偏弄巧成拙，害得“无牙”被俘，一场更大的灾难就在眼前……,"https://img3.doubanio.com/view/photo/sqxs/public/p456610353.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p485349629.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p485353922.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p916168669.jpg",https://movie.douban.com/trailer/105966/#content
茶馆,谢添,9.6,"于是之,郑榕,蓝天野,英若诚,黄宗洛,童超,金昭,林连昆,牛星丽,谭宗尧,童弟,吴淑昆,胡宗温,程中,李大千,李源,李翔,张瞳,任宝贤,尚丽娟,米铁增,田春奎,冯增祥,雷飞,林东升,孟瑾,孙峻峰,平原,曹世骧,王大年,王淑华,张华,丁海涛,朱旭,孙敬修,曹孟浪,何康理",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,https://movie.douban.com/subject/1461403/,1982,"剧情,历史",中国大陆,汉语普通话,1982(中国大陆),118分钟,169848,"80.8%,16.7%,2.3%,0.2%,0.1%",世纪之交，古老的中国正迎来前所未有的巨大变革。老态龙钟的大清王朝摇摇欲坠，六君子的鲜血无法阻止历史车轮的滚动，老北京城的上空风云变幻，波谲云诡。王利发（于是之 饰），北京城内裕泰茶馆的年轻掌柜。他谨记父亲的教诲，体面周全地迎送四方宾客。小小的茶馆内，三教九流各色人等穿梭于此：提笼架鸟哀叹时运的松二爷（黄宗洛 饰）；慨叹国之将亡的刚毅满人常四爷（郑榕 饰）；一心谋求实业救国的秦仲义（蓝天野 饰）；丧尽天良买卖人口的刘麻子（英若诚 饰）；打算娶老婆的庞太监（童超 饰）……你方唱罢我登场，小小茶馆之内演尽世间的沧桑与凄凉……,"https://img9.doubanio.com/view/photo/sqxs/public/p2262122506.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2262122341.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2262122428.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2262124436.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2262121136.jpg",
幸福终点站 The Terminal,史蒂文·斯皮尔伯格,8.8,"汤姆·汉克斯,凯瑟琳·泽塔-琼斯,斯坦利·图齐,齐·麦克布赖德,迭戈·卢纳,巴里·沙巴卡·亨利,库玛·帕拉纳,佐伊·索尔达娜,埃迪·琼斯,祖德·塞克利拉,科瑞·雷诺兹,吉列尔莫·迪亚兹,里尼·贝尔,瓦列里·尼古拉耶夫,迈克尔·诺里,鲍勃·莫里西,萨沙·斯皮尔伯格,苏珊·索洛米,卡尔利斯·布克,斯蒂芬·富勒,丹·芬纳蒂,莉迪亚·布兰科,肯尼斯·崔,卡斯·安瓦尔,康拉德·皮拉,杜桑恩·杜基齐,马克·伊瓦涅,Benny Golson,斯科特·安第斯,罗伯特·科瓦吕比亚,Dilva Henry,卡尔艾拉切,哈亚提·阿克巴斯,艾力克斯·伯恩斯,埃莱娜·卡多纳,Dan Chase,查得·R·戴维斯,安东内拉·埃莉亚,Michael Eliopoulos,马斯顿·福布斯,Riad Galayini,杰拉德·加纳,贾斯汀·罗杰斯豪尔,穆罕默德·哈桑,Amber Havens,Ksenia Jarova,巴里·朱利安,Svilena Kidess,Zuzana Monroe,艾丽西亚·奥奇瑟,本杰明·奥切恩格",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,https://movie.douban.com/subject/1292274/,2004,"剧情,喜剧,爱情",美国,"英语,保加利亚语,西班牙语,俄语,汉语普通话,德语,法语","2005-01-14(中国大陆),2004-06-18(美国)",128分钟,600110,"52.2%,38.7%,8.4%,0.6%,0.1%",为了完成父亲的心愿，维克多（汤姆•汉克斯 Tom Hanks 饰）从故国乘坐飞机前往美国肯尼迪机场，但戏剧性的事情发生了：他被告知祖国发生政变，而他的身份证护照一一失效，同时他的签证也无法再使用。进退两难的维克多只有在机场滞留，等待新证件的办理。,"https://img3.doubanio.com/view/photo/sqxs/public/p2559776653.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2559776964.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p544752084.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p544752288.jpg",https://movie.douban.com/trailer/134986/#content
教父3 The Godfather: Part III,弗朗西斯·福特·科波拉,9.0,"阿尔·帕西诺,黛安·基顿,塔莉娅·夏尔,安迪·加西亚,埃里·瓦拉赫,乔·曼特纳,乔治·汉密尔顿,布里吉特·方达,索菲亚·科波拉,雷夫·瓦朗,弗兰克·德安布罗西奥,敦尔·当纳利,理查德·布赖特,赫尔穆特·贝格,唐·诺韦洛",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,https://movie.douban.com/subject/1294240/,1990,"剧情,犯罪",美国,"英语,意大利语,德语,拉丁语",1990-12-25(美国),162分钟,396797,"59.9%,32.1%,7.3%,0.5%,0.2%",转眼间已经是1979年，第二代教父麦克•柯里昂（阿尔•帕西诺 饰）到了垂暮之年，为了灵魂的救赎，麦克慢慢结束家族的黑道事业，转投正当生意。,"https://img9.doubanio.com/view/photo/sqxs/public/p2197431575.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2239031676.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2205015871.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2196005950.jpg",https://movie.douban.com/trailer/137713/#content
一个叫欧维的男人决定去死 En man som heter Ove,汉内斯·赫尔姆,8.9,"罗夫·拉斯加德,巴哈·帕斯,托比亚斯·阿姆博瑞,菲利普·伯格,安娜-莱娜·布伦丁,博瑞·伦贝里,埃达·英格薇,弗雷德里克·埃弗斯,玛德琳·雅各布松,查特里娜·拉松,杰克尔·法尔斯特伦",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,https://movie.douban.com/subject/26628357/,2015,剧情,瑞典,"瑞典语,波斯语",2015-12-25(瑞典),116分钟,515527,"54.3%,37.6%,7.5%,0.5%,0.1%",欧维（罗夫·拉斯加德 Rolf Lassgård 饰）是一个刻板而又固执的老头，他的妻子半年前死于疾病，留他一人生活在这个混乱不堪的世界之中。每天早晨，欧维都会定时在社区里进行巡视，确认所有的车辆都停在应停的位置，呵斥违反规定私自驶入社区的车辆，赶走四处乱转破坏环境的猫狗，在社区居民眼里，欧维是“来自地狱的恶邻”，可每个人都明白，这其实是欧维对于社区爱之深刻的表现。,"https://img1.doubanio.com/view/photo/sqxs/public/p2369981748.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2601834430.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2369981656.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2369981372.jpg",https://movie.douban.com/trailer/202194/#content
"怪兽电力公司 Monsters, Inc.","彼特·道格特,大卫·西尔弗曼,李·昂克里奇",8.8,"约翰·古德曼,比利·克里斯托,玛丽·吉布斯,史蒂夫·布西密,詹姆斯·柯本,詹妮弗·提莉,鲍勃·彼德森,约翰·拉森贝格,弗兰克·奥兹,丹尼尔·吉尔森,邦尼·亨特,杰克·安杰尔,塞缪尔·洛德·布莱克,史蒂夫·萨斯坎德",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,https://movie.douban.com/subject/1291579/,2001,"喜剧,动画,儿童,奇幻,冒险",美国,英语,"2001-11-02(美国),2012-12-19(美国)",92分钟,712316,"49.3%,41.0%,9.2%,0.4%,0.1%",我们不知道，在那样的世界里住着那样一群怪物。他们长相滑稽，却必须装作狰狞。因为，在夜深的时候，他们要悄悄的出现在孩子的衣橱里，吓唬刚刚甜美睡去的宝宝。一切，只因为他们是怪物电力公司的员工，而孩子的尖叫，则是怪物王国发电的全部能量。怪物们害怕孩子，却又必须让孩子尖叫。在怪物的国度里，他们都是为全民造福的英雄。,"https://img3.doubanio.com/view/photo/sqxs/public/p1805063503.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p789556539.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p773915974.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p1805127291.jpg",https://movie.douban.com/trailer/121240/#content
